Customer_ID,Customer_Name,Customer_Email,Age,Gender,Location,Campaign_ID,Email_ID,Email_Subject,Clicked,Purchase
CUST57,Rachel Hamilton,taylor83@example.com,49,Male,East Ruth,CAMP1,EMAIL2,Must along film trade protect still.,False,False
CUST58,Eric Ford,adamslarry@example.net,53,Non-Binary,Manningbury,CAMP1,EMAIL24,Watch mind news.,True,True
CUST59,Wendy Wilson,michaelbrewer@example.org,52,Male,South Nicolebury,CAMP1,EMAIL27,Couple draw ahead notice respond team.,True,True
CUST60,Dale Ward,kelly46@example.com,61,Female,West Amanda,CAMP1,EMAIL40,Life debate top.,True,False
CUST61,Theresa Cardenas,cannontonya@example.com,18,Female,New Anthonybury,CAMP1,EMAIL11,Where truth herself improve stand.,True,False
CUST62,Lauren Anderson,zachary86@example.com,44,Non-Binary,East Tammie,CAMP1,EMAIL1,As source east administration stage argue.,False,False
CUST63,Kirk Perez,anthony97@example.com,64,Female,East Diamond,CAMP1,EMAIL46,Similar population son me sound.,False,False
CUST64,Michael Stephens,sandersen@example.net,36,Non-Binary,New Patrick,CAMP1,EMAIL28,Old attack dark.,False,False
CUST65,Kristen Ramos,saramaddox@example.org,29,Male,Makaylashire,CAMP1,EMAIL5,Past ball single fish course top.,False,False
CUST66,Jessica Solis,orowe@example.org,31,Male,North Michele,CAMP1,EMAIL16,Similar population son me sound.,True,True
CUST67,Alicia Cooper DDS,carrangela@example.com,25,Non-Binary,Kaylashire,CAMP1,EMAIL20,Agency within mean piece protect debate.,False,False
CUST68,David Hudson,seanjimenez@example.org,34,Female,Port Kristinamouth,CAMP1,EMAIL49,As source east administration stage argue.,True,False
CUST69,Linda Reed,ashleygilbert@example.com,33,Female,New Ethanstad,CAMP1,EMAIL2,Painting describe fear.,True,True
CUST70,Laura Greene,janet36@example.com,19,Non-Binary,Davidborough,CAMP1,EMAIL20,There audience green.,False,False
CUST71,Mathew Flores,nicole21@example.org,57,Female,Huntfort,CAMP1,EMAIL27,Many business final.,True,True
CUST72,Edward Jimenez,grich@example.org,56,Male,North Wendy,CAMP1,EMAIL12,Old attack dark.,False,False
CUST73,Shirley Webb,solisjody@example.com,58,Non-Binary,Michelletown,CAMP1,EMAIL18,Necessary game whatever certainly serve.,True,False
CUST74,Dylan Woods,gshaw@example.org,56,Male,New Robin,CAMP1,EMAIL9,Life debate top.,False,False
CUST75,James Ryan,nicholasbarry@example.net,45,Male,North Amyberg,CAMP1,EMAIL26,Watch mind news.,True,False
CUST76,Brenda Morgan,umcbride@example.org,55,Non-Binary,Maryside,CAMP1,EMAIL7,Painting describe fear.,True,True
CUST77,Mrs. Heather Bernard MD,david50@example.org,54,Male,Lake Breanna,CAMP1,EMAIL36,National including name science lawyer.,True,False
CUST78,Ryan Sullivan,robertmurray@example.org,49,Female,Hicksstad,CAMP1,EMAIL40,Child sign small more character seven.,False,False
CUST79,Travis Diaz,lindsey63@example.net,36,Male,East Jennifer,CAMP1,EMAIL34,Unit international almost.,True,False
CUST80,William Edwards,reedalicia@example.org,27,Female,West Robertfort,CAMP1,EMAIL22,Break name plant race smile.,True,True
CUST81,James Trujillo,marcus84@example.com,46,Male,Lake Monique,CAMP1,EMAIL26,There audience green.,False,False
CUST82,Stephen Golden,monicataylor@example.com,36,Female,Williamsshire,CAMP1,EMAIL27,Couple draw ahead notice respond team.,False,False
CUST83,Joshua Ray,tommygriffin@example.com,65,Male,Willisshire,CAMP1,EMAIL35,Ok manager high.,True,True
CUST84,Robert Crosby,dustin85@example.org,58,Male,North Morganland,CAMP1,EMAIL4,Many business final.,False,False
CUST85,Amy Brown,johnny54@example.com,39,Female,Andrewbury,CAMP1,EMAIL39,Art difficult magazine from agent small.,False,False
CUST86,Alexis Jacobs,ddyer@example.net,54,Male,Port Donstad,CAMP1,EMAIL18,Enter whole among.,False,False
CUST87,Vincent Bauer,xharrell@example.org,31,Non-Binary,East Alexisview,CAMP1,EMAIL6,Couple draw ahead notice respond team.,False,False
CUST88,Mr. Adam Taylor MD,mendezbrian@example.org,64,Non-Binary,Buchananshire,CAMP1,EMAIL20,Go break body.,True,False
CUST89,Stuart Wilson,tholland@example.com,43,Non-Binary,Tinaview,CAMP1,EMAIL29,Unit international almost.,False,False
CUST90,Megan Mosley,milesjasmine@example.org,32,Female,Thomasstad,CAMP1,EMAIL16,Firm whether half effort they allow.,False,False
CUST91,Megan Lewis,lmccarty@example.org,21,Male,Ryanfurt,CAMP1,EMAIL7,Part study soon window serious.,True,False
CUST92,Christopher Smith,gatescaleb@example.org,30,Non-Binary,Smithville,CAMP1,EMAIL3,Child sign small more character seven.,True,False
CUST93,April Nguyen,tammy63@example.net,61,Female,New Austin,CAMP1,EMAIL10,Must along film trade protect still.,True,False
CUST94,Sara Kennedy,aandrade@example.net,37,Male,Port Bobbyview,CAMP1,EMAIL7,National including name science lawyer.,False,False
CUST95,Lauren Gonzalez PhD,boonediane@example.org,36,Female,Stevenburgh,CAMP1,EMAIL45,Necessary game whatever certainly serve.,False,False
CUST96,David Phillips,zrussell@example.net,36,Female,North Danielle,CAMP1,EMAIL18,Apply any upon.,False,False
CUST97,Daniel Thompson,zacharymacias@example.net,57,Non-Binary,South Jerry,CAMP1,EMAIL4,Democratic lead this.,False,False
CUST98,Monica Hickman,amy73@example.com,22,Non-Binary,Paulport,CAMP1,EMAIL26,Part study soon window serious.,True,False
CUST99,Christopher Walker,hopkinsjenna@example.net,54,Male,New Courtney,CAMP1,EMAIL12,After policy become already success.,False,False
CUST100,Jennifer Wallace,simmonsspencer@example.com,56,Non-Binary,South Victoria,CAMP1,EMAIL25,Great only each level.,True,True
CUST101,Ronald Jacobs,cfranklin@example.org,33,Male,New Terriville,CAMP1,EMAIL12,Tend heavy produce.,False,False
CUST102,Brandon Andrews,jacobsmith@example.net,63,Male,Lake Bryanberg,CAMP1,EMAIL4,Painting describe fear.,False,False
CUST103,Phyllis Farmer,powellaustin@example.org,24,Female,South Christystad,CAMP1,EMAIL19,There audience green.,False,False
CUST104,Russell Rose,gonzaleznicole@example.com,18,Non-Binary,Deckerville,CAMP1,EMAIL46,Where truth herself improve stand.,True,False
CUST105,Nicole Ford,taylorjoseph@example.org,53,Female,Kevinshire,CAMP1,EMAIL15,Environment standard mother career effort whether.,False,False
CUST106,James Cain,millerrobert@example.org,21,Female,East Douglastown,CAMP1,EMAIL19,Skin difference such above bring.,False,False
CUST107,Jennifer Wilson,brandon99@example.net,23,Female,Rebeccaview,CAMP1,EMAIL43,Unit international almost.,True,False
CUST108,Diana Anderson,aaronfreeman@example.net,59,Female,East Randallshire,CAMP1,EMAIL43,Modern raise agent.,True,True
CUST109,Cathy Jenkins,christinarodriguez@example.com,62,Male,Dawsonmouth,CAMP1,EMAIL3,Modern raise agent.,False,False
CUST110,Jasmin Leblanc,jeffreymarshall@example.com,58,Non-Binary,Port Vanessaburgh,CAMP1,EMAIL7,At hit significant station.,False,False
CUST111,Michael Gomez,fkelly@example.com,46,Non-Binary,Goodmanview,CAMP1,EMAIL6,Couple draw ahead notice respond team.,True,True
CUST112,Jason Parker,careydarrell@example.org,58,Female,Scottview,CAMP1,EMAIL37,Art difficult magazine from agent small.,True,True
CUST113,Todd Weaver,hunterdana@example.net,46,Non-Binary,New Jerrytown,CAMP1,EMAIL37,Tend heavy produce.,True,False
CUST114,Michelle Keller MD,kathrynblake@example.net,23,Male,Reillybury,CAMP1,EMAIL35,At hit significant station.,True,False
CUST115,Robert Fox,aanderson@example.org,55,Male,Port Robert,CAMP1,EMAIL13,Must along film trade protect still.,True,True
CUST116,Sergio Evans,thomasdaniel@example.com,29,Non-Binary,East Mathew,CAMP1,EMAIL17,Human politics attack Republican.,False,False
CUST117,Lawrence Houston,josephgray@example.com,18,Female,East Jeffreyfurt,CAMP1,EMAIL45,Part study soon window serious.,True,True
CUST118,Alex Lewis,steven38@example.com,61,Female,Lake Brianland,CAMP1,EMAIL48,Many business final.,False,False
CUST119,Beth Holder,pwalker@example.net,57,Female,Floreschester,CAMP1,EMAIL42,Page high management there chance outside.,True,True
CUST120,Jennifer Keller,sgraves@example.net,41,Non-Binary,New Kurt,CAMP1,EMAIL20,Occur there worker lawyer back continue.,False,False
CUST121,Michael Torres,rogerssteve@example.net,37,Non-Binary,Phillipsberg,CAMP1,EMAIL34,Life debate top.,False,False
CUST122,Joan Lucas DDS,bailey58@example.net,44,Female,Curtiston,CAMP1,EMAIL41,Support second we chair reason both.,False,False
CUST123,Sarah Suarez,jonesclayton@example.com,58,Non-Binary,Hodgeport,CAMP1,EMAIL46,Open imagine value.,True,False
CUST124,Kevin Maddox,racheljones@example.com,46,Male,Amandafort,CAMP1,EMAIL15,Part study soon window serious.,False,False
CUST125,Christopher Brown,hcortez@example.net,38,Female,Evansport,CAMP1,EMAIL48,Generation each front usually up ground.,True,True
CUST126,Teresa Evans,richardsonshannon@example.org,62,Male,New Tina,CAMP1,EMAIL16,Say card shoulder.,True,True
CUST127,Gina Chavez,kenneth06@example.com,59,Female,South Haileyberg,CAMP1,EMAIL8,Modern raise agent.,False,False
CUST128,Corey Allen,danieldurham@example.net,61,Non-Binary,Collinschester,CAMP1,EMAIL11,Actually point program Republican crime radio.,False,False
CUST129,Kimberly Santos,joshuajones@example.com,27,Female,Keithville,CAMP1,EMAIL41,Human politics attack Republican.,True,False
CUST130,Joseph Baker DVM,waterskimberly@example.org,18,Non-Binary,Chelseachester,CAMP1,EMAIL41,Environment standard mother career effort whether.,True,True
CUST131,Jessica Bowers,wolfjeremy@example.org,37,Non-Binary,East Ethan,CAMP1,EMAIL40,Agency within mean piece protect debate.,False,False
CUST132,Alexandra Scott,anthonycarpenter@example.org,32,Female,East Dorothy,CAMP1,EMAIL10,Democratic lead this.,False,False
CUST133,Ellen Johnson,uclark@example.com,29,Non-Binary,Eddiemouth,CAMP1,EMAIL10,Difference bed give available determine.,False,False
CUST134,Diane Patel,gcarroll@example.com,28,Male,Herrerachester,CAMP1,EMAIL36,Human politics attack Republican.,False,False
CUST135,Daniel Cummings,gonzalezwilliam@example.com,50,Non-Binary,Port Lisaland,CAMP1,EMAIL47,Actually point program Republican crime radio.,False,False
CUST136,Brooke Butler,molly49@example.com,24,Male,Heatherton,CAMP1,EMAIL49,Actually point program Republican crime radio.,True,True
CUST137,Steven Haley,riverabrian@example.org,55,Non-Binary,New Mario,CAMP1,EMAIL5,Many business final.,True,True
CUST138,Alison Ellis,jonessavannah@example.com,52,Female,New Jacobville,CAMP1,EMAIL31,Modern raise agent.,False,False
CUST139,Justin Johnson,collinswilliam@example.org,20,Female,Lake Andrewbury,CAMP1,EMAIL43,Go break body.,False,False
CUST140,Charles Becker,joannatanner@example.com,53,Non-Binary,Websterberg,CAMP1,EMAIL21,Firm whether half effort they allow.,True,True
CUST141,Mr. Eric Williams Jr.,farleyjeffrey@example.org,21,Female,Port Reneeside,CAMP1,EMAIL45,Skin difference such above bring.,False,False
CUST142,James Klein,jamescarter@example.com,59,Female,West Justinside,CAMP1,EMAIL46,Life debate top.,True,False
CUST143,Victoria Lewis,tanya74@example.com,25,Male,Maysborough,CAMP1,EMAIL14,Job ahead federal everybody.,True,False
CUST144,Linda Garcia,elizabeth19@example.com,32,Non-Binary,North Amy,CAMP1,EMAIL23,Apply any upon.,False,False
CUST145,Donald Allison,cfowler@example.org,40,Male,Tommybury,CAMP1,EMAIL6,Similar population son me sound.,False,False
CUST146,Robert Anderson,madisoncrane@example.net,29,Non-Binary,Port Dawnfurt,CAMP1,EMAIL17,Go break body.,True,False
CUST147,Melissa Johnson,jonathanlynch@example.com,58,Male,Rachelbury,CAMP1,EMAIL20,Great only each level.,False,False
CUST148,Gwendolyn Nelson,brittanydavis@example.org,38,Female,Port Paula,CAMP1,EMAIL32,Old attack dark.,True,False
CUST149,Matthew Winters,groberts@example.com,18,Non-Binary,Port Williamchester,CAMP1,EMAIL20,Unit international almost.,True,False
CUST150,Patrick Glover,simmonsrachel@example.net,35,Female,Richardburgh,CAMP1,EMAIL1,Past ball single fish course top.,True,False
CUST151,Maria Schwartz,kellyfarmer@example.org,18,Male,West Melissastad,CAMP1,EMAIL2,Determine early do financial true its.,False,False
CUST152,Mr. Jason Newman,robertdavis@example.net,40,Non-Binary,East Anne,CAMP1,EMAIL30,Difference bed give available determine.,True,True
CUST153,Charles Bonilla,morgan52@example.net,40,Female,North Steven,CAMP1,EMAIL14,Agency within mean piece protect debate.,False,False
CUST154,Nicholas Pearson,fbaker@example.org,18,Male,Martinezshire,CAMP1,EMAIL44,National including name science lawyer.,False,False
CUST155,Jennifer Martin,chad85@example.org,30,Male,Port Amberside,CAMP1,EMAIL2,Deep not sometimes.,True,False
CUST156,Nathan Miller,randy14@example.com,43,Non-Binary,Port Joseph,CAMP1,EMAIL43,Necessary game whatever certainly serve.,False,False
CUST157,Jennifer Jones,fritzbrandy@example.org,42,Female,Powellmouth,CAMP1,EMAIL25,Modern raise agent.,True,False
CUST158,Dennis Johnson,foleyjeremy@example.org,49,Non-Binary,Bridgesburgh,CAMP1,EMAIL14,After policy become already success.,True,False
CUST159,Angela Ponce,lucascynthia@example.net,54,Female,Susantown,CAMP1,EMAIL36,Skin difference such above bring.,True,False
CUST160,Joseph Petersen,taylor47@example.net,60,Male,Jillbury,CAMP1,EMAIL20,Generation each front usually up ground.,True,True
CUST161,Debra Wheeler,alexis43@example.com,60,Male,East Raymondfort,CAMP1,EMAIL13,Environment standard mother career effort whether.,False,False
CUST162,Patrick Wu,james03@example.com,56,Non-Binary,Scottbury,CAMP1,EMAIL23,Child sign small more character seven.,False,False
CUST163,Kelly Woods,christopher41@example.net,53,Male,Brewermouth,CAMP1,EMAIL49,Environment standard mother career effort whether.,True,True
CUST164,Amy Berry,littleshannon@example.org,30,Non-Binary,New Anthonyview,CAMP1,EMAIL45,Couple draw ahead notice respond team.,True,True
CUST165,Brian Miller,allisonmunoz@example.org,29,Non-Binary,Morrisonburgh,CAMP1,EMAIL49,Go break body.,False,False
CUST166,Michelle Baker,daniel97@example.com,33,Non-Binary,Port Kimberly,CAMP1,EMAIL11,Environment standard mother career effort whether.,True,True
CUST167,Jacob Cain,fosterjohn@example.org,49,Non-Binary,South David,CAMP1,EMAIL22,Child sign small more character seven.,True,True
CUST168,Mark Gibson,james29@example.com,23,Non-Binary,Youngchester,CAMP1,EMAIL36,Agency within mean piece protect debate.,False,False
CUST169,Victoria Welch,danielsmith@example.com,57,Male,Sharistad,CAMP1,EMAIL36,Art difficult magazine from agent small.,False,False
CUST170,Jennifer Young,rfox@example.net,28,Female,Joshuamouth,CAMP1,EMAIL21,Subject machine yard rather room sort.,True,True
CUST171,Sue Lee,peterrodriguez@example.net,50,Non-Binary,East Frankville,CAMP1,EMAIL1,Watch mind news.,True,True
CUST172,Desiree Miller,adkinsjeffrey@example.org,46,Non-Binary,Tonytown,CAMP1,EMAIL24,Determine early do financial true its.,False,False
CUST173,Charles Salinas,ghowell@example.net,61,Female,Wolfside,CAMP1,EMAIL15,Tend heavy produce.,False,False
CUST174,Michael Garcia,markruiz@example.net,26,Female,New Dana,CAMP1,EMAIL20,Old attack dark.,False,False
CUST175,Lauren Hayes,jonesjessica@example.net,58,Male,Mikeshire,CAMP1,EMAIL48,Break name plant race smile.,False,False
CUST176,Michael Green,slyons@example.org,65,Female,Sloanland,CAMP1,EMAIL1,Old attack dark.,True,True
CUST177,Christine Castillo,joandaugherty@example.org,42,Non-Binary,West Angelicaport,CAMP1,EMAIL14,There audience green.,False,False
CUST178,Brittany Moran,crawfordkevin@example.net,21,Non-Binary,Jacksonhaven,CAMP1,EMAIL12,Say card shoulder.,False,False
CUST179,Jacob Melton,carolponce@example.org,48,Male,South Leah,CAMP1,EMAIL48,Past ball single fish course top.,False,False
CUST180,Wesley Perry,andrewmiller@example.org,26,Female,Stevenbury,CAMP1,EMAIL17,Break name plant race smile.,False,False
CUST181,Nicole Brown,hamptonkevin@example.com,44,Male,Lindamouth,CAMP1,EMAIL21,Apply any upon.,True,False
CUST182,Micheal Peterson,matthewmorris@example.org,34,Female,North Josestad,CAMP1,EMAIL6,As source east administration stage argue.,False,False
CUST183,Donald Thomas,manningbeth@example.net,30,Female,West Nicholasside,CAMP1,EMAIL13,There audience green.,True,False
CUST184,Michele Mcneil,skinnerjohn@example.net,33,Male,Lake Colleen,CAMP1,EMAIL21,Couple draw ahead notice respond team.,False,False
CUST185,Chris Torres,wwilliams@example.com,20,Female,Lake Shirleyfurt,CAMP1,EMAIL5,Unit international almost.,False,False
CUST186,Ronald Gomez,kimberly42@example.org,46,Male,Codyberg,CAMP1,EMAIL35,Great only each level.,True,False
CUST187,Taylor Fox,henry13@example.net,51,Female,North Ianbury,CAMP1,EMAIL31,Firm whether half effort they allow.,False,False
CUST188,Kyle Williams,donnariggs@example.com,43,Male,North Robert,CAMP1,EMAIL21,National including name science lawyer.,False,False
CUST189,Samuel Hunt,jason05@example.com,58,Non-Binary,North Stevenside,CAMP1,EMAIL22,Actually point program Republican crime radio.,True,True
CUST190,Brandi Nelson,craig74@example.org,65,Non-Binary,East Johnmouth,CAMP1,EMAIL6,Environment standard mother career effort whether.,True,False
CUST191,Kevin Thompson,campbellgabriela@example.com,24,Male,Lake Gregory,CAMP1,EMAIL34,Child sign small more character seven.,True,True
CUST192,Mark Brown,fvincent@example.org,29,Female,Marquezfort,CAMP1,EMAIL40,Democratic lead this.,False,False
CUST193,Debbie Taylor,scott98@example.org,21,Male,Bellstad,CAMP1,EMAIL28,Subject machine yard rather room sort.,True,True
CUST194,Brandon Mitchell,kristinaprice@example.org,48,Female,Jamiemouth,CAMP1,EMAIL37,Agency within mean piece protect debate.,True,False
CUST195,Valerie Schroeder,williamsjames@example.net,19,Non-Binary,East Nicholas,CAMP1,EMAIL13,Apply any upon.,False,False
CUST196,Richard Sanders,rossmelissa@example.com,38,Female,Cassandraton,CAMP1,EMAIL3,Old attack dark.,True,False
CUST197,Jordan Peterson,lauraolson@example.org,59,Male,Shafferborough,CAMP1,EMAIL39,Determine early do financial true its.,False,False
CUST198,Brent Garcia,matthewdominguez@example.net,22,Non-Binary,Maryside,CAMP1,EMAIL46,Say card shoulder.,True,True
CUST199,Betty Watts,taylorstephanie@example.com,60,Female,Clarkbury,CAMP1,EMAIL16,As source east administration stage argue.,True,True
CUST200,Lisa Fisher,kenneth62@example.net,22,Male,Yeseniaview,CAMP1,EMAIL7,Job ahead federal everybody.,True,False
CUST201,Donald Hanson,harrisonjessica@example.net,37,Non-Binary,Wilkinstown,CAMP1,EMAIL47,Democratic lead this.,True,False
CUST202,Ashley Hernandez,jenniferwilliams@example.net,39,Male,Robertahaven,CAMP1,EMAIL40,After policy become already success.,True,False
CUST203,Stephanie Lewis,sanchezlaura@example.com,29,Female,East Karen,CAMP1,EMAIL42,Skin difference such above bring.,True,False
CUST204,Mrs. Wendy Swanson DVM,jennifersmith@example.org,52,Male,Guerrerofort,CAMP1,EMAIL24,Old attack dark.,True,True
CUST205,John Moore,krista98@example.com,59,Female,North Jonmouth,CAMP1,EMAIL35,Environment standard mother career effort whether.,False,False
CUST206,Monica Sanchez,whitemichael@example.com,56,Non-Binary,Port Dannytown,CAMP1,EMAIL43,Ok manager high.,False,False
CUST207,Chelsea Caldwell,christianpeterson@example.net,32,Male,Brucehaven,CAMP1,EMAIL25,At hit significant station.,False,False
CUST208,Mike Smith,ronaldsanchez@example.org,32,Non-Binary,West Carol,CAMP1,EMAIL26,Great only each level.,False,False
CUST209,Gina Long,floresdouglas@example.net,31,Female,Harperbury,CAMP1,EMAIL13,At hit significant station.,False,False
CUST210,Amanda Alexander,kevinnichols@example.com,35,Male,East Jenniferburgh,CAMP1,EMAIL7,Open imagine value.,True,False
CUST211,Daniel Bartlett,matthew49@example.org,53,Non-Binary,North Dawn,CAMP1,EMAIL38,Continue usually travel state.,False,False
CUST212,Sarah Gutierrez,ireed@example.net,56,Female,Lake Erica,CAMP1,EMAIL49,Painting describe fear.,True,True
CUST213,Elizabeth Wilson,grahamdouglas@example.net,19,Female,West Jacqueline,CAMP1,EMAIL11,Must along film trade protect still.,False,False
CUST214,David Wagner,brichards@example.net,53,Female,Jessehaven,CAMP1,EMAIL13,Break name plant race smile.,False,False
CUST215,Nicholas Lee,cartertravis@example.net,58,Male,Burchberg,CAMP1,EMAIL49,Test message data white face.,True,True
CUST216,Brian Kelly,samanthasmith@example.com,28,Non-Binary,Jesseshire,CAMP1,EMAIL32,Subject machine yard rather room sort.,True,True
